사업완료년도,관리번호,시행상위기관명,시행하위기관명,시공소재지시도명,시공소재지시군구명,시공소재지읍면동명,시공소재지리명,국비(백만원),지방비(백만원),합계사업비(백만원)
2018,경기-00838,경기도,산림환경연구소,경기도,김포,통진,서암,50,22,72
2018,경기-00839,경기도,산림환경연구소,경기도,남양주,수동,수산,55,24,79
2018,경기-00836,경기도,산림환경연구소,경기도,김포,월곶,군하,94,40,134
2018,경기-00835,경기도,산림환경연구소,경기도,군포,,속달,257,110,367
2018,경기-00834,경기도,산림환경연구소,경기도,광주,초월,신월,161,69,230
2018,경기-00833,경기도,산림환경연구소,경기도,광주,도척,도웅,35,15,50
2018,경기-00832,경기도,산림환경연구소,경기도,광주,도척,도웅,93,40,133
2018,경기-00831,경기도,산림환경연구소,경기도,광주,곤지암,유사,279,119,398
2018,경기-00830,경기도,산림환경연구소,경기도,광명,,소하,196,84,280
2018,경기-00829,경기도,산림환경연구소,경기도,과천,,문원,134,58,192
2018,경기-00828,경기도,산림환경연구소,경기도,과천,,갈현,79,34,113
2018,경기-00827,경기도,산림환경연구소,경기도,고양,덕양,벽제,49,21,70
2018,경기-00826,경기도,산림환경연구소,경기도,고양,덕양,고양,136,58,194
2018,경기-00825,경기도,산림환경연구소,경기도,가평,상,행현,88,38,125
2018,경기-00824,경기도,산림환경연구소,경기도,가평,상,행현,118,51,169
2018,경기-00823,경기도,산림환경연구소,경기도,가평,북,백둔,34,15,49
2018,경기-00883,경기도,산림환경연구소,경기도,포천,화현,화현,120,51,171
2018,경기-00882,경기도,산림환경연구소,경기도,포천,화현,화현,251,108,359
2018,경기-00881,경기도,산림환경연구소,경기도,포천,화현,지현,94,40,134
2018,경기-00880,경기도,산림환경연구소,경기도,포천,화현,명덕,148,63,211
2018,경기-00879,경기도,산림환경연구소,경기도,포천,영북,소회산,62,26,88
2018,경기-00878,경기도,산림환경연구소,경기도,포천,영북,대회산,284,122,405
2018,경기-00877,경기도,산림환경연구소,경기도,포천,내촌,소학,118,50,168
2018,경기-00876,경기도,산림환경연구소,경기도,파주,파평,설마,69,30,99
2018,경기-00875,경기도,산림환경연구소,경기도,파주,적성,장현,133,57,190
2018,경기-00874,경기도,산림환경연구소,경기도,파주,법원,웅담,109,47,155
2018,경기-00873,경기도,산림환경연구소,경기도,파주,법원,갈곡,81,35,115
2018,경기-00872,경기도,산림환경연구소,경기도,파주,군내,방목,103,44,147
2018,경기-00871,경기도,산림환경연구소,경기도,이천,마장,목,71,31,102
2018,경기-00870,경기도,산림환경연구소,경기도,의정부,,자일,220,94,314
2018,경기-00869,경기도,산림환경연구소,경기도,의정부,,금오,175,75,250
2018,경기-00868,경기도,산림환경연구소,경기도,용인,이동,목,57,24,81
2018,경기-00867,경기도,산림환경연구소,경기도,연천,청산,대전,88,38,125
2018,경기-00866,경기도,산림환경연구소,경기도,연천,전곡,늘복,186,80,265
2018,경기-00865,경기도,산림환경연구소,경기도,연천,신서,대광,92,39,131
2018,경기-00864,경기도,산림환경연구소,경기도,연천,신서,대광,214,92,306
2018,경기-00863,경기도,산림환경연구소,경기도,여주,북내,상교,125,53,178
2018,경기-00862,경기도,산림환경연구소,경기도,여주,금사,하호,195,84,279
2018,경기-00861,경기도,산림환경연구소,경기도,여주,금사,하호,182,78,260
2018,경기-00860,경기도,산림환경연구소,경기도,여주,금사,하호,177,76,253
2018,경기-00859,경기도,산림환경연구소,경기도,여주,금사,상호,95,41,136
2018,경기-00858,경기도,산림환경연구소,경기도,여주,강천,도전,151,65,215
2018,경기-00857,경기도,산림환경연구소,경기도,여주,강천,강천,128,55,183
2018,경기-00856,경기도,산림환경연구소,경기도,양평,옥천,용천,158,68,225
2018,경기-00855,경기도,산림환경연구소,경기도,양평,개군,구미,83,35,118
2018,경기-00854,경기도,산림환경연구소,경기도,양평,개군,구미,172,74,246
2018,경기-00853,경기도,산림환경연구소,경기도,양주,은현,하패,74,32,105
2018,경기-00852,경기도,산림환경연구소,경기도,안양,,석수,105,45,150
2018,경기-00851,경기도,산림환경연구소,경기도,안성,일죽,신흥,106,46,152
2018,경기-00850,경기도,산림환경연구소,경기도,안성,일죽,고은,37,16,53
2018,경기-00849,경기도,산림환경연구소,경기도,안성,서운,인,92,40,132
2018,경기-00848,경기도,산림환경연구소,경기도,안성,고삼,쌍지,84,36,120
2018,경기-00847,경기도,산림환경연구소,경기도,안산,상록,부곡,172,74,246
2018,경기-00846,경기도,산림환경연구소,경기도,안산,단원,선감,105,45,150
2018,경기-00845,경기도,산림환경연구소,경기도,동두천,,하봉임,146,62,208
2018,경기-00844,경기도,산림환경연구소,경기도,동두천,,탑,298,128,425
2018,경기-00843,경기도,산림환경연구소,경기도,동두천,,광암,141,60,201
2018,경기-00842,경기도,산림환경연구소,경기도,남양주,화도,가곡,13,6,19
2018,경기-00841,경기도,산림환경연구소,경기도,남양주,오남,팔현,114,49,163
2018,경기-00840,경기도,산림환경연구소,경기도,남양주,수동,수산,35,15,50
2018,경기-00837,경기도,산림환경연구소,경기도,김포,월곶,군하,95,41,135
2017,경기-00758,경기도,산림환경연구소,경기도,가평,북,목동,196,84,280
2017,경기-00757,경기도,산림환경연구소,경기도,가평,북,도대,10,4,14
2017,경기-00822,경기도,산림환경연구소,경기도,화성,,신,120,52,172
2017,경기-00821,경기도,산림환경연구소,경기도,포천,화현,명덕,120,51,171
2017,경기-00820,경기도,산림환경연구소,경기도,포천,이동,노곡,13,6,19
2017,경기-00819,경기도,산림환경연구소,경기도,포천,영북,산정,97,42,139
2017,경기-00818,경기도,산림환경연구소,경기도,포천,신북,기지,63,27,90
2017,경기-00817,경기도,산림환경연구소,경기도,포천,신북,기지,114,49,163
2017,경기-00816,경기도,산림환경연구소,경기도,포천,신북,금동,73,31,104
2017,경기-00815,경기도,산림환경연구소,경기도,포천,소흘,이동교,131,56,187
2017,경기-00814,경기도,산림환경연구소,경기도,포천,소홀,이곡,22,10,32
2017,경기-00813,경기도,산림환경연구소,경기도,포천,내촌,마명,197,84,281
2017,경기-00812,경기도,산림환경연구소,경기도,파주,적성,설마,94,40,134
2017,경기-00811,경기도,산림환경연구소,경기도,파주,적성,설마,95,41,135
2017,경기-00810,경기도,산림환경연구소,경기도,파주,광탄,방축,33,14,47
2017,경기-00809,경기도,산림환경연구소,경기도,이천,호법,매곡,268,115,383
2017,경기-00808,경기도,산림환경연구소,경기도,이천,신둔,표고,100,43,143
2017,경기-00807,경기도,산림환경연구소,경기도,이천,마장,이평,33,14,47
2017,경기-00806,경기도,산림환경연구소,경기도,용인,이동,묵리,134,57,191
2017,경기-00805,경기도,산림환경연구소,경기도,용인,백암,박곡,71,31,102
2017,경기-00804,경기도,산림환경연구소,경기도,용인,남사,봉명,44,19,63
2017,경기-00803,경기도,산림환경연구소,경기도,연천,전곡,양원,84,36,120
2017,경기-00802,경기도,산림환경연구소,경기도,연천,전곡,늘목,222,95,317
2017,경기-00801,경기도,산림환경연구소,경기도,연천,전곡,고능,83,35,118
2017,경기-00800,경기도,산림환경연구소,경기도,연천,연천,동막,304,130,434
2017,경기-00799,경기도,산림환경연구소,경기도,연천,신서,대광,277,119,395
2017,경기-00798,경기도,산림환경연구소,경기도,연천,민통선,,166,71,237
2017,경기-00797,경기도,산림환경연구소,경기도,여주,점동,현수,12,5,17
2017,경기-00796,경기도,산림환경연구소,경기도,여주,산북,상품,281,120,401
2017,경기-00795,경기도,산림환경연구소,경기도,여주,북내,석우,120,52,172
2017,경기-00794,경기도,산림환경연구소,경기도,양평,지평,수곡,141,61,202
2017,경기-00793,경기도,산림환경연구소,경기도,양평,강상,항금,33,14,47
2017,경기-00792,경기도,산림환경연구소,경기도,양주,,어둔,230,98,328
2017,경기-00791,경기도,산림환경연구소,경기도,양주,은현,도하,211,90,301
2017,경기-00790,경기도,산림환경연구소,경기도,양주,남면,황방,293,125,418
2017,경기-00789,경기도,산림환경연구소,경기도,안양,만안,석수,59,25,84
2017,경기-00788,경기도,산림환경연구소,경기도,안양,만안,석수,182,78,260
2017,경기-00787,경기도,산림환경연구소,경기도,안성,,중리,83,35,118
2017,경기-00786,경기도,산림환경연구소,경기도,안성,일죽,화봉,88,38,125
2017,경기-00785,경기도,산림환경연구소,경기도,안성,원곡,성주,158,68,225
2017,경기-00784,경기도,산림환경연구소,경기도,안성,양성,미산,158,68,226
2017,경기-00783,경기도,산림환경연구소,경기도,안성,서운,청룡,112,48,160
2017,경기-00782,경기도,산림환경연구소,경기도,안성,금광,상중,47,20,67
2017,경기-00781,경기도,산림환경연구소,경기도,남양주,화도,가곡,13,6,19
2017,경기-00780,경기도,산림환경연구소,경기도,남양주,진건,송능,221,95,315
2017,경기-00779,경기도,산림환경연구소,경기도,남양주,와부읍,도곡리,25,11,35
2017,경기-00778,경기도,산림환경연구소,경기도,남양주,와부,도곡,86,37,123
2017,경기-00777,경기도,산림환경연구소,경기도,남양주,수동면,외방리,675,289,964
2017,경기-00776,경기도,산림환경연구소,경기도,남양주,수동,수산,209,90,299
2017,경기-00775,경기도,산림환경연구소,경기도,김포,월곶,용강,190,81,271
2017,경기-00774,경기도,산림환경연구소,경기도,군포,,속달,53,23,75
2017,경기-00773,경기도,산림환경연구소,경기도,군포,,속달,60,26,85
2017,경기-00772,경기도,산림환경연구소,경기도,군포,,속달,256,110,365
2017,경기-00771,경기도,산림환경연구소,경기도,광주,초월,신월,88,38,126
2017,경기-00770,경기도,산림환경연구소,경기도,광주,초월,무갑,160,69,229
2017,경기-00769,경기도,산림환경연구소,경기도,광주,도척,유정,113,49,162
2017,경기-00768,경기도,산림환경연구소,경기도,광주,남한산성,광지원,209,90,299
2017,경기-00767,경기도,산림환경연구소,경기도,광주,곤지암,열미,67,29,95
2017,경기-00766,경기도,산림환경연구소,경기도,광명,,하안,67,29,96
2017,경기-00765,경기도,산림환경연구소,경기도,과천,,중앙,138,59,197
2017,경기-00764,경기도,산림환경연구소,경기도,과천,,관문,28,12,40
2017,경기-00763,경기도,산림환경연구소,경기도,고양,,벽제,63,27,90
2017,경기-00762,경기도,산림환경연구소,경기도,가평,청평,상천,109,47,155
2017,경기-00761,경기도,산림환경연구소,경기도,가평,청평,삼회,200,86,285
2017,경기-00760,경기도,산림환경연구소,경기도,가평,상,상동,35,15,50
2017,경기-00759,경기도,산림환경연구소,경기도,가평,북,화악,126,54,180
2016,경기-00751,경기도,산림환경연구소,경기도,포천,신북,금동,233,100,333
2016,경기-00750,경기도,산림환경연구소,경기도,포천,군내,구읍,169,72,241
2016,경기-00749,경기도,산림환경연구소,경기도,포천,가산,우금,75,32,107
2016,경기-00748,경기도,산림환경연구소,경기도,파주,파평,늘로,239,102,341
2016,경기-00747,경기도,산림환경연구소,경기도,파주,적성,설마,126,54,180
2016,경기-00746,경기도,산림환경연구소,경기도,파주,적성,마지,23,10,33
2016,경기-00745,경기도,산림환경연구소,경기도,파주,적성,객현,141,60,201
2016,경기-00744,경기도,산림환경연구소,경기도,파주,월롱,능산,184,79,263
2016,경기-00743,경기도,산림환경연구소,경기도,파주,법원,웅담,120,52,172
2016,경기-00742,경기도,산림환경연구소,경기도,파주,법원,금곡,117,50,167
2016,경기-00741,경기도,산림환경연구소,경기도,이천,장호원,이황,198,85,283
2016,경기-00740,경기도,산림환경연구소,경기도,이천,신둔,지석,232,99,331
2016,경기-00739,경기도,산림환경연구소,경기도,이천,백사,도립,185,79,264
2016,경기-00738,경기도,산림환경연구소,경기도,의정부,,장암동,214,92,306
2016,경기-00737,경기도,산림환경연구소,경기도,의정부,,용현동,15,7,22
2016,경기-00736,경기도,산림환경연구소,경기도,용인,이동,시미,113,48,161
2016,경기-00735,경기도,산림환경연구소,경기도,용인,모현,오산,173,74,247
2016,경기-00734,경기도,산림환경연구소,경기도,연천,연천,고문,176,75,251
2016,경기-00733,경기도,산림환경연구소,경기도,연천,청산,초성,263,113,375
2016,경기-00732,경기도,산림환경연구소,경기도,연천,청산,초성,247,106,353
2016,경기-00731,경기도,산림환경연구소,경기도,연천,장남,자작,22,10,32
2016,경기-00730,경기도,산림환경연구소,경기도,연천,연천,부곡,278,119,397
2016,경기-00729,경기도,산림환경연구소,경기도,연천,연천,부곡,150,64,214
2016,경기-00728,경기도,산림환경연구소,경기도,연천,신서,내산,237,101,338
2016,경기-00727,경기도,산림환경연구소,경기도,여주,흥천,상백,258,111,369
2016,경기-00726,경기도,산림환경연구소,경기도,여주,흥천,내사,240,103,343
2016,경기-00725,경기도,산림환경연구소,경기도,여주,산북,주어,209,90,299
2016,경기-00724,경기도,산림환경연구소,경기도,양평,청운,다대,133,57,190
2016,경기-00723,경기도,산림환경연구소,경기도,양평,지평,수곡,69,29,98
2016,경기-00722,경기도,산림환경연구소,경기도,양평,양동,단석,279,119,398
2016,경기-00721,경기도,산림환경연구소,경기도,안성,일죽,고은,226,97,323
2016,경기-00720,경기도,산림환경연구소,경기도,안성,원곡,반제,124,53,177
2016,경기-00719,경기도,산림환경연구소,경기도,안성,양성,방축,57,24,81
2016,경기-00718,경기도,산림환경연구소,경기도,안성,양성,미산,149,64,213
2016,경기-00717,경기도,산림환경연구소,경기도,안성,양성,덕봉,214,92,306
2016,경기-00716,경기도,산림환경연구소,경기도,안성,보개,신장,207,89,295
2016,경기-00715,경기도,산림환경연구소,경기도,안성,보개,복가현,200,86,286
2016,경기-00714,경기도,산림환경연구소,경기도,성남,,운중,88,38,126
2016,경기-00713,경기도,산림환경연구소,경기도,동두천,,광암동,113,48,161
2016,경기-00712,경기도,산림환경연구소,경기도,남양주,화도,차산,163,70,233
2016,경기-00711,경기도,산림환경연구소,경기도,남양주,진건,송능,42,18,60
2016,경기-00710,경기도,산림환경연구소,경기도,남양주,수동,지둔,183,79,262
2016,경기-00709,경기도,산림환경연구소,경기도,남양주,수동,지둔,54,23,77
2016,경기-00708,경기도,산림환경연구소,경기도,광주,초월,학동,297,127,424
2016,경기-00707,경기도,산림환경연구소,경기도,광주,초월,지월,104,44,148
2016,경기-00706,경기도,산림환경연구소,경기도,광주,초월,신월,290,124,414
2016,경기-00705,경기도,산림환경연구소,경기도,광주,초월,무갑,235,101,335
2016,경기-00704,경기도,산림환경연구소,경기도,광주,초월,무갑,218,94,312
2016,경기-00703,경기도,산림환경연구소,경기도,광주,도척,상림,268,115,383
2016,경기-00702,경기도,산림환경연구소,경기도,광주,곤지암읍,열미리,257,110,367
2016,경기-00701,경기도,산림환경연구소,경기도,고양,덕양구,선유동,62,26,88
2016,경기-00700,경기도,산림환경연구소,경기도,가평,청평,상천,147,63,210
2016,경기-00699,경기도,산림환경연구소,경기도,가평,청평,상천,272,116,388
2016,경기-00698,경기도,산림환경연구소,경기도,가평,청평,상천,231,99,330
2016,경기-00697,경기도,산림환경연구소,경기도,가평,설악,가일,80,34,114
2016,경기-00696,경기도,산림환경연구소,경기도,가평,설악,가일,293,126,419
2016,경기-00695,경기도,산림환경연구소,경기도,가평,상,행현,26,11,37
2016,경기-00694,경기도,산림환경연구소,경기도,가평,상,행현,274,117,391
2016,경기-00693,경기도,산림환경연구소,경기도,가평,북,화악,174,75,249
2016,경기-00692,경기도,산림환경연구소,경기도,가평,북,적목,62,27,89
2016,경기-00691,경기도,산림환경연구소,경기도,가평,북,상동,235,101,335
2016,경기-00756,경기도,산림환경연구소,경기도,하남,,하산곡,99,43,142
2016,경기-00755,경기도,산림환경연구소,경기도,포천,,자작,75,32,107
2016,경기-00754,경기도,산림환경연구소,경기도,포천,,신읍동,176,76,252
2016,경기-00753,경기도,산림환경연구소,경기도,포천,화현,화현,221,95,315
2016,경기-00752,경기도,산림환경연구소,경기도,포천,영북,문암,267,115,382
2015,경기-00687,경기도,산림환경연구소,경기도,여주,강천,강천,158,68,226
2015,경기-00635,경기도,산림환경연구소,경기도,이천,,사음,150,65,215
2015,경기-00630,경기도,산림환경연구소,경기도,화성,팔탄,기천,93,40,133
2015,경기-00631,경기도,산림환경연구소,경기도,이천,신둔,인후,174,75,249
2015,경기-00632,경기도,산림환경연구소,경기도,이천,백사,도립,132,57,189
2015,경기-00633,경기도,산림환경연구소,경기도,이천,율,산성,264,113,377
2015,경기-00634,경기도,산림환경연구소,경기도,이천,,사음,150,64,214
2015,경기-00660,경기도,산림환경연구소,경기도,남양주,조안면,진중,116,50,166
2015,경기-00659,경기도,산림환경연구소,경기도,남양주,조안면,진중,115,50,165
2015,경기-00658,경기도,산림환경연구소,경기도,남양주,수동면,수산,96,41,137
2015,경기-00657,경기도,산림환경연구소,경기도,남양주,수동면,수산,95,41,136
2015,경기-00656,경기도,산림환경연구소,경기도,남양주,진접,금곡,72,30,102
2015,경기-00655,경기도,산림환경연구소,경기도,남양주,진접,금곡,72,31,103
2015,경기-00654,경기도,산림환경연구소,경기도,양주,은현,봉암,76,33,109
2015,경기-00653,경기도,산림환경연구소,경기도,양평,서종,서후,138,60,198
2015,경기-00652,경기도,산림환경연구소,경기도,양평,서종,서후,138,59,197
2015,경기-00651,경기도,산림환경연구소,경기도,양평,서종,정배,130,56,186
2015,경기-00650,경기도,산림환경연구소,경기도,양평,서종,정배,130,55,185
2015,경기-00649,경기도,산림환경연구소,경기도,파주,광탄,마장,104,45,149
2015,경기-00648,경기도,산림환경연구소,경기도,파주,법원,직천,122,53,175
2015,경기-00647,경기도,산림환경연구소,경기도,여주,가남,안금,28,11,39
2015,경기-00646,경기도,산림환경연구소,경기도,여주,가남,안금,28,12,40
2015,경기-00645,경기도,산림환경연구소,경기도,여주,가남,안금,28,12,40
2015,경기-00644,경기도,산림환경연구소,경기도,여주,산복,송현,88,38,126
2015,경기-00643,경기도,산림환경연구소,경기도,여주,강천,도전,147,63,210
2015,경기-00642,경기도,산림환경연구소,경기도,여주,능서,신지,113,49,162
2015,경기-00641,경기도,산림환경연구소,경기도,여주,능서,신지,114,49,163
2015,경기-00640,경기도,산림환경연구소,경기도,안성,삼죽,배태,118,50,168
2015,경기-00639,경기도,산림환경연구소,경기도,안성,죽산,매산,73,31,104
2015,경기-00638,경기도,산림환경연구소,경기도,안성,죽산,매산,73,31,104
2015,경기-00637,경기도,산림환경연구소,경기도,안성,죽산,매산,73,32,105
2015,경기-00636,경기도,산림환경연구소,경기도,이천,,중일,140,60,200
2015,경기-00689,경기도,산림환경연구소,경기도,동두천,,상패,79,34,113
2015,경기-00663,경기도,산림환경연구소,경기도,포천,신북,삼정리,111,48,159
2015,경기-00661,경기도,산림환경연구소,경기도,포천,신북,덕둔,90,39,129
2015,경기-00662,경기도,산림환경연구소,경기도,포천,신북,삼정리,111,47,158
2015,경기-00664,경기도,산림환경연구소,경기도,포천,이동,연곡,188,80,268
2015,경기-00665,경기도,산림환경연구소,경기도,포천,화현,지현,179,76,255
2015,경기-00666,경기도,산림환경연구소,경기도,포천,가산,우금,117,50,167
2015,경기-00667,경기도,산림환경연구소,경기도,포천,창수,오가리,90,39,129
2015,경기-00668,경기도,산림환경연구소,경기도,가평,북,화악,90,38,128
2015,경기-00669,경기도,산림환경연구소,경기도,가평,북,화악,90,39,129
2015,경기-00670,경기도,산림환경연구소,경기도,가평,북,적목,129,55,184
2015,경기-00671,경기도,산림환경연구소,경기도,가평,북,적목,128,55,183
2015,경기-00672,경기도,산림환경연구소,경기도,가평,북,제령,91,39,130
2015,경기-00673,경기도,산림환경연구소,경기도,가평,북,제령,91,39,130
2015,경기-00674,경기도,산림환경연구소,경기도,가평,상,행현리,165,70,235
2015,경기-00675,경기도,산림환경연구소,경기도,연천,신서,대광,191,82,273
2015,경기-00690,경기도,산림환경연구소,경기도,동두천,,상패,79,33,112
2015,경기-00686,경기도,산림환경연구소,경기도,여주,강천,강천,158,67,225
2015,경기-00685,경기도,산림환경연구소,경기도,여주,강천,도전,183,79,262
2015,경기-00684,경기도,산림환경연구소,경기도,광주,초월,신월,91,39,130
2015,경기-00683,경기도,산림환경연구소,경기도,광주,초월,신월,90,39,129
2015,경기-00682,경기도,산림환경연구소,경기도,광주,초월,신월,90,39,129
2015,경기-00681,경기도,산림환경연구소,경기도,양평,강하,항금,118,51,169
2015,경기-00688,경기도,산림환경연구소,경기도,동두천,,상패,79,34,113
2015,경기-00679,경기도,산림환경연구소,경기도,광주,곤지암,신대,39,17,56
2015,경기-00678,경기도,산림환경연구소,경기도,연천,전곡,늘목,123,52,175
2015,경기-00677,경기도,산림환경연구소,경기도,연천,신서,대광,234,101,335
2015,경기-00676,경기도,산림환경연구소,경기도,연천,신서,마전,112,48,160
2015,경기-00680,경기도,산림환경연구소,경기도,광주,곤지암,신대,39,17,56
2014,경기-00622,경기도,산림환경연구소,경기도,이천,신둔,도암,111,48,159
2014,경기-00526,경기도,산림환경연구소,경기도,양평,개군,공세,37,16,53
2014,경기-00525,경기도,산림환경연구소,경기도,양평,개군,공세,37,16,53
2014,경기-00524,경기도,산림환경연구소,경기도,광주,퇴촌,우산,144,62,206
2014,경기-00523,경기도,산림환경연구소,경기도,광주,곤지암,봉현,123,52,175
2014,경기-00522,경기도,산림환경연구소,경기도,광주,도적,상림,123,52,175
2014,경기-00521,경기도,산림환경연구소,경기도,광주,초월,무갑,143,62,205
2014,경기-00520,경기도,산림환경연구소,경기도,광주,초월,무갑,143,62,205
2014,경기-00533,경기도,산림환경연구소,경기도,남양주,화도,창현,78,34,112
2014,경기-00534,경기도,산림환경연구소,경기도,남양주,화도,차산,177,76,253
2014,경기-00545,경기도,산림환경연구소,경기도,포천,이동,연곡,174,74,248
2014,경기-00546,경기도,산림환경연구소,경기도,포천,이동,장암,147,63,210
2014,경기-00568,경기도,산림환경연구소,경기도,연천,신서,내산,92,40,132
2014,경기-00562,경기도,산림환경연구소,경기도,연천,전곡,늘목,62,27,89
2014,경기-00616,경기도,산림환경연구소,경기도,이천,신둔,남정,82,35,117
2014,경기-00620,경기도,산림환경연구소,경기도,이천,,사음,139,59,198
2014,경기-00619,경기도,산림환경연구소,경기도,이천,신둔,용면,166,71,237
2014,경기-00618,경기도,산림환경연구소,경기도,이천,신둔,용면,155,67,222
2014,경기-00617,경기도,산림환경연구소,경기도,이천,신둔,용면,155,67,222
2014,경기-00615,경기도,산림환경연구소,경기도,이천,신둔,인후,136,59,195
2014,경기-00614,경기도,산림환경연구소,경기도,이천,신둔,인후,136,59,195
2014,경기-00613,경기도,산림환경연구소,경기도,이천,신둔,인후,202,86,288
2014,경기-00612,경기도,산림환경연구소,경기도,이천,백사,송말,242,103,345
2014,경기-00611,경기도,산림환경연구소,경기도,이천,백사,송말,224,96,320
2014,경기-00610,경기도,산림환경연구소,경기도,이천,백사,도립,224,160,384
2014,경기-00609,경기도,산림환경연구소,경기도,이천,백사,경사,273,117,390
2014,경기-00608,경기도,산림환경연구소,경기도,이천,백사,경사,95,41,136
2014,경기-00582,경기도,산림환경연구소,경기도,포천,신북,덕둔,153,65,218
2014,경기-00581,경기도,산림환경연구소,경기도,포천,신북,덕둔,153,65,218
2014,경기-00580,경기도,산림환경연구소,경기도,포천,이동,노곡리,300,129,429
2014,경기-00538,경기도,산림환경연구소,경기도,동두천,,걸산,162,69,231
2014,경기-00539,경기도,산림환경연구소,경기도,동두천,,안흥,130,55,185
